id,bug.id,treatment,temp.avg,temp.var,hs.treat,date.died,date.hatch,date.ovp,time.ovp,num.ovp,date.3,mass.3,date.4,mass.4,date.5,mass.5,date.hs,time.in.hs,time.out.hs,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.coc.late,num.coc.tot,num.fail.spin,num.fail.spin.late,num.fail.spin.tot,date.em.late,late.em,num.unem,load,date.postem.1,fed.postem.1,num.frass.postem.1,date.postem.2,fed.postem.2,num.frass.postem.2,date.postem.3,fed.postem.3,num.frass.postem.3,date.postem.4,fed.postem.4,num.frass.postem.4,date.postem.5,fed.postem.5,num.frass.postem.5,date.postem.6,fed.postem.6,num.frass.postem.6,date.postem.7,fed.postem.7,num.frass.postem.7,mass.postem.end,date.ecl,num.ecl,date.ecl.late,num.ecl.late,tot.ecl,live.fem,live.fem.late,live.male,live.unk,live.male.late,tot.dead,tot.dead.norm,tot.dead.late,dead.fem,dead.fem.late,dead.male,dead.male.late,dead.ad.unk,dead.ad.unk.late,dead.larv,dead.larv.late,dead.epup,dead.epup.late,dead.mpup.tot,dead.mpup.unk,dead.mpup.f,dead.mpup.m,dead.mpup.tot.late,dead.mpup.unk.late,dead.mpup.f.late,dead.mpup.m.late,dead.lpup.tot,dead.lpup.unk,dead.lpup.f,dead.lpup.m,dead.lpup.tot.late,dead.lpup.unk.late,dead.lpup.f.late,dead.lpup.m.late,wand,gen.notes,diss.notes,,,,,,,,,,,,,
176,,para,28,0,0,,3/31/18,4/5/18,5:59,2,4/5/18,65.95,4/8/18,279.81,4/12/18,1768.71,,,,4/15/18,5,0,4264.15,135.00,70,,70,65,,65,,,,135.00,4/16/18,0,1,4/17/18,1,0,4/18/18,1,2,4/19/18,1,3,4/20/18,0,1,4/21/18,1,3,4/22/18,1,1,3761.39,4/19/18,52,,0,52,10,,42,,,18,18,0,,,8,,,,2,,5,,2,,,2,0,,,,1,,,1,0,,,,,,,,,,,,,,,,,,,
177,,para,28,0,hs.4,4/15/18,3/31/18,4/5/18,6:04,2,4/5/18,52.1,4/8/18,123.9,4/12/18,621.09,4/9/18,7:31,8:36,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
178,,para,28,10,hs.5,,4/2/18,4/5/18,11:14,1,4/5/18,40.59,4/9/18,165.83,4/13/18,728.22,4/14/18,7:32,8:37,4/19/18,5,0,1754.85,20.00,12,,12,8,,8,,,21,41.00,4/20/18,1,0,4/21/18,1,0,4/22/18,1,2,4/23/18,1,1,4/24/18,1,2,4/25/18,0,1,4/26/18,0,0,1268.16,4/25/18,1,,0,1,0,,1,,,11,11,0,1,,1,,,,4,,3,,0,,,,0,,,,2,,1,1,0,,,,,"4/25/18, bug has bled a lot.",all late 2nds,,,,,,,,,,,,,
179,,para,28,10,0,,4/2/18,4/5/18,11:16,1,4/5/18,38.73,4/9/18,180.27,4/13/18,1002.44,,,,4/19/18,5,0,2695.95,61.00,47,0,47,13,1,14,4/22/18,1,59,121.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,5,4/23/18,1,1,4/24/18,1,0,4/25/18,1,3,4/26/18,1,4,2341.38,4/24/18,7,,0,7,6,,1,,,40,40,0,19,,8,,,,2,,4,,2,,2,,0,,,,5,,4,1,0,,,,,"1 day after coc removal, 1 fail.spin. cat bled","3 early 2nds, all others late 2nds",,,,,,,,,,,,,
180,,para,28,10,hs.4,,4/2/18,4/5/18,11:17,1,4/5/18,29.41,4/8/18,109.9,4/12/18,644.59,4/9/18,7:31,8:36,4/18/18,5,0,2650.84,52.00,52,,52,0,,0,,,25,77.00,4/19/18,0,1,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,4/23/18,1,4,4/24/18,1,8,4/25/18,0,0,2764.12,4/24/18,42,,0,42,25,,17,,,10,10,0,6,,1,,,,1,,1,,0,,,,0,,,,1,,1,,0,,,,,"4/24/18, found bug with head cap preparing to molt into 6th instar.","1 earlly 2nd, alll others late 2nds",,,,,,,,,,,,,
181,,para,28,10,hs.5,,4/2/18,4/5/18,11:12,1,4/5/18,31.79,4/9/18,120.62,4/16/18,357.74,4/17/18,7:30,8:39,4/21/18,5,0,785.48,26.00,26,,26,0,,0,,,,26.00,,,,4/23/18,0,1,4/24/18,0,0,4/25/18,1,2,4/26/18,1,3,4/27/18,1,3,4/28/18,0,1,717.99,4/27/18,23,,0,23,12,,11,,,3,3,0,,,,,,,1,,,,2,1,1,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
182,,para,28,0,0,,4/2/18,4/5/18,11:33,1,4/5/18,52.39,4/10/18,319.79,,,,,,4/15/18,4,0,1553.53,28.00,26,,26,2,,2,,,,28.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,1,4/19/18,0,0,4/20/18,0,0,4/21/18,0,1,4/22/18,0,0,1463.02,4/20/18,20,,0,20,3,,17,,,6,6,0,2,,1,,,,,,2,,1,1,,,0,,,,0,,,,0,,,,,"7 days postem, looks like preparing to molt. proximal half of body looks brown...not sure why",,,,,,,,,,,,,,
183,,para,28,0,0,,4/2/18,4/5/18,11:21,1,4/5/18,49.86,4/9/18,330.53,,,,,,4/15/18,4,0,1286.57,24.00,19,,19,5,,5,,,,24.00,4/16/18,0,0,4/17/18,0,0,4/18/18,1,1,4/19/18,0,0,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,1162.39,4/19/18,16,,0,16,0,,16,,,3,3,0,,,,,,,,,1,,0,,,,0,,,,2,2,,,0,,,,,,,,,,,,,,,,,,,
184,,para,28,0,hs.4,,4/2/18,4/5/18,11:50,1,4/5/18,66.63,4/9/18,311.25,4/12/18,1240.01,4/10/18,7:27,8:39,4/15/18,5,0,2713.95,89.00,81,,81,8,,8,,,,89.00,4/16/18,0,0,4/17/18,0,0,4/18/18,1,2,4/19/18,1,2,4/20/18,1,1,4/21/18,1,2,4/22/18,1,4,2778.47,4/20/18,73,,0,73,32,,41,,,8,8,0,,,,,,,,,6,,0,,,,0,,,,2,,1,1,0,,,,,,,,,,,,,,,,,,,
185,,para,28,0,0,,4/2/18,4/5/18,11:34,1,4/5/18,47.99,4/9/18,300.05,,,,,,4/15/18,4,0,1418.07,68.00,62,,62,6,,6,,,,68.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,1,4/21/18,0,2,4/22/18,1,1,1221.4,4/19/18,47,,0,47,8,,39,,,15,15,0,4,,5,,,,,,3,,1,,1,,0,,,,2,,1,1,0,,,,,dead.lpup.f: 1   dead.lpup.m: 1    dead.mpup.f: 1,,,,,,,,,,,,,,
186,,para,28,0,0,4/9/18,4/2/18,4/5/18,11:23,2,4/5/18,44.86,4/8/18,179.28,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
187,,para,28,0,hs.4,,4/2/18,4/5/18,11:53,1,4/5/18,46.63,4/8/18,186.37,4/13/18,1188.56,4/9/18,7:31,8:36,4/16/18,5,0,2089.15,29.00,29,,29,0,,0,,,1,30.00,4/17/18,0,0,4/18/18,0,2,4/19/18,1,2,4/20/18,1,5,4/21/18,1,8,4/22/18,1,4,4/23/18,1,5,2155.48,4/21/18,27,,0,27,0,,27,,,2,2,0,,,2,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,1 late 2nd ,,,,,,,,,,,,,
188,,para,28,0,0,,4/2/18,4/5/18,11:36,1,4/5/18,61.16,4/10/18,233.24,,,,,,4/15/18,4,0,673.52,8.00,8,,8,0,,0,,,,8.00,4/16/18,0,2,4/17/18,1,0,4/18/18,1,5,4/19/18,1,1,4/20/18,1,9,4/21/18,1,9,4/22/18,0,0,834.92,4/20/18,8,,0,8,1,,7,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"looks like preparing to molt 7 days postem. also looks blackish, not sure if bleeding or diseased, but still alive",,,,,,,,,,,,,,
189,,para,28,0,0,,4/2/18,4/5/18,11:25,1,4/5/18,51.16,4/9/18,284.77,,,,,,4/15/18,4,1,1341.88,79.00,75,,75,4,,4,,,,79.00,4/16/18,1,0,4/17/18,1,2,4/18/18,1,1,4/19/18,0,0,4/20/18,0,1,4/21/18,0,1,4/22/18,0,1,1047.8,4/19/18,74,,0,74,22,,52,,,1,1,0,,,,,,,,,,,0,,,,0,,,,1,1,,,0,,,,,,,,,,,,,,,,,,,
190,,para,28,0,hs.4,,4/2/18,4/5/18,11:56,1,4/5/18,50.41,4/10/18,249.12,,,4/11/18,7:29,8:38,4/15/18,4,0,876.68,19.00,17,,17,2,,2,,,,19.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,0,4/19/18,1,0,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,797.69,4/20/18,11,,0,11,7,,4,,,6,6,0,,,,,,,,,1,,1,1,,,0,,,,4,4,,,0,,,,,,,,,,,,,,,,,,,
191,,para,28,0,0,,4/2/18,4/5/18,11:37,1,4/5/18,55.54,4/9/18,206.23,,,,,,4/15/18,4,0,1059.13,45.00,42,,42,3,,3,,,,45.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,0,4/19/18,0,1,4/20/18,1,2,4/21/18,1,4,4/22/18,0,1,1024.13,4/19/18,30,,0,30,0,,30,,,12,12,0,,,4,,,,,,1,,1,,,1,0,,,,6,,,6,0,,,,,,,,,,,,,,,,,,,
192,,para,28,0,0,,4/2/18,4/5/18,11:26,1,4/5/18,48.45,4/8/18,246.65,4/12/18,2044.74,,,,4/15/18,5,0,4246.09,76.00,53,,53,23,,23,,,,76.00,4/16/18,0,3,4/17/18,0,0,4/18/18,0,1,4/19/18,1,4,4/20/18,1,2,4/21/18,1,2,4/22/18,1,3,3922.96,4/20/18,40,,0,40,22,,18,,,13,13,0,,,,,,,2,,9,,0,,,,0,,,,2,,1,1,0,,,,,,,,,,,,,,,,,,,
193,,para,28,0,hs.4,,4/2/18,4/5/18,11:59,1,4/5/18,60.6,4/10/18,286.28,,,4/11/18,7:29,8:38,4/15/18,4,1,1464.18,70.00,63,1,64,6,0,6,4/18/18,1,,71.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,1,4/21/18,0,1,4/22/18,1,3,1133.82,4/20/18,47,4/22/18,1,48,12,1,35,,0,16,16,0,3,,1,,,,5,,2,,1,,,1,0,,,,4,1,2,1,0,,,,,found an extra cocoon on 4/18/19. late cocoon ecl 4/22/18,,,,,,,,,,,,,,
194,,para,28,0,0,,4/2/18,4/5/18,11:41,1,4/5/18,51.52,4/9/18,272.72,,,,,,4/15/18,4,0,1793.81,50.00,33,,33,17,,17,,,,50.00,4/16/18,0,0,4/17/18,1,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,1625.16,4/19/18,30,,0,30,11,,19,,,3,3,0,,,,,,,,,2,,0,,,,0,,,,1,,,1,0,,,,,No emergence.  Weighed and froze on 4/29.  Weight = 19560.07 mg,,,,,,,,,,,,,,
195,,para,28,0,hs.5,,4/2/18,4/5/18,11:17,1,4/5/18,44.18,4/10/18,155.78,4/15/18,604.93,4/16/18,7:30,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,molted into 6th instar on 4/21/18. Mass=3778.97,,,,,,,,,,,,,,
196,,para,28,0,hs.4,,4/2/18,4/5/18,12:00,1,4/5/18,55.78,4/10/18,246.02,,,4/11/18,7:29,8:38,4/15/18,4,0,885.6,42.00,40,,40,2,,2,,,,42.00,4/16/18,0,0,4/17/18,0,1,4/18/18,1,0,4/19/18,1,1,4/20/18,0,1,4/21/18,1,2,4/22/18,0,0,878.6,4/19/18,22,,0,22,9,,13,,,18,18,0,1,,1,,,,,,1,,6,,4,2,0,,,,9,,6,3,0,,,,,,,,,,,,,,,,,,,
197,,para,28,0,0,,4/2/18,4/5/18,11:42,1,4/5/18,56.72,4/9/18,253.65,,,,,,4/15/18,4,0,1674.08,51.00,38,,38,13,,13,,,,51.00,4/16/18,0,0,4/17/18,0,0,4/18/18,1,3,4/19/18,0,0,4/20/18,1,1,4/21/18,1,7,4/22/18,0,0,1645.95,4/19/18,28,,0,28,15,,13,,,10,10,0,3,,2,,,,2,,2,,0,,,,0,,,,1,1,,,0,,,,,,,,,,,,,,,,,,,
198,,para,28,0,0,,4/2/18,4/5/18,11:18,1,4/5/18,51.73,4/9/18,243.05,,,,,,4/15/18,4,1,782.18,31.00,23,,23,8,,8,,,,31.00,4/16/18,1,0,4/17/18,0,0,4/18/18,0,1,4/19/18,0,0,4/20/18,0,0,,,,,,,690.65,4/19/18,17,,0,17,5,,12,,,6,6,0,,,,,,,3,,2,,0,,,,0,,,,1,1,,,0,,,,,died 1 day before cull date.,,,,,,,,,,,,,,
199,,para,28,0,hs.4,,4/2/18,4/5/18,12:01,1,4/5/18,45.76,4/10/18,318.89,,,4/11/18,7:29,8:38,4/15/18,4,1,1081.21,44.00,25,,25,19,,19,,,,44.00,4/16/18,0,0,4/17/18,0,0,4/18/18,1,2,4/19/18,0,3,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,936.98,4/20/18,20,,0,20,14,,6,,,5,5,0,,,,,,,,,2,,1,,,1,0,,,,2,,1,1,0,,,,,,,,,,,,,,,,,,,
200,,para,28,0,hs.5,4/15/18,4/2/18,4/5/18,11:43,1,4/5/18,42.12,4/9/18,272.33,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
201,,para,28,0,0,,4/2/18,4/5/18,11:59,1,4/5/18,48.75,4/9/18,263.09,4/13/18,1652.76,,,,4/16/18,5,0,2736.52,74.00,73,,73,1,,1,,,22,96.00,4/17/18,0,0,4/18/18,0,2,4/19/18,1,2,4/20/18,1,1,4/21/18,0,2,4/22/18,1,1,4/23/18,0,0,2651.01,4/20/18,71,,0,71,0,,71,,,2,2,0,0,,1,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,,"mostly late 2nds, 2 earlier 2nds",,,,,,,,,,,,,
202,,para,28,0,hs.4,,4/2/18,4/5/18,12:03,1,4/5/18,48.33,4/10/18,288.58,4/14/18,1368.46,4/11/18,7:29,8:38,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,4/28 has slight dorsal vein pulsation (sign of wandering); weighed 12851.51 and frozen on 4/28,,,,,,,,,,,,,,
203,,para,28,0,0,,4/2/18,4/5/18,11:45,2,4/5/18,43.98,4/9/18,135.06,,,,,,4/15/18,4,0,651.36,54.00,53,,53,1,,1,,,,54.00,4/16/18,1,0,4/17/18,0,0,4/18/18,0,1,4/19/18,0,0,4/20/18,0,2,4/21/18,0,0,4/22/18,1,2,520.99,4/20/18,52,,0,52,1,,51,,,1,1,0,,,,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
204,,para,28,10,hs.5,,4/2/18,4/5/18,11:13,1,4/5/18,38.15,4/9/18,176.57,4/13/18,997.38,4/14/18,7:32,8:37,4/18/18,5,0,2862.53,69.00,58,,58,11,,11,,,39,108.00,4/19/18,1,2,4/20/18,0,0,4/21/18,0,1,4/22/18,0,1,4/23/18,1,0,4/24/18,0,1,4/25/18,1,1,2567.44,4/24/18,31,,0,31,18,,13,,,27,27,0,10,,6,,,,2,,3,,0,,,,0,,,,6,,2,4,0,,,,,,all late 2nds,,,,,,,,,,,,,
205,,para,28,0,hs.5,,4/2/18,4/5/18,11:47,2,4/5/18,44.92,4/9/18,241.64,4/13/18,856.11,4/14/18,7:32,8:37,4/17/18,5,0,2187.12,97.00,87,,87,10,,10,,,,97.00,4/19/18,1,1,4/19/18,1,1,4/20/18,0,1,4/21/18,1,0,4/22/18,0,0,4/23/18,1,1,4/24/18,1,4,1616.83,4/21/18,71,,0,71,22,,49,,,16,16,0,,,3,,,,5,,2,,1,,1,,0,,,,5,,2,3,0,,,,,listed as 2 ovp. likely just one. removed cuticle from 5th prolegs after molt to 5th. On 4/19/18 was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),,,,,,,,,,,,,,
206,,para,28,0,0,,4/2/18,4/5/18,12:00,1,4/5/18,55.12,4/10/18,350.58,,,,,,4/15/18,4,0,1341.38,52.00,45,0,45,7,0,7,,,,52.00,4/16/18,1,0,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,0,,,,,,,1161.92,4/19/18,37,,0,37,15,0,22,,0,8,8,0,3,,,,0,0,0,0,0,0,0,,,,0,,,0,5,5,,,0,,,,,died one day before cull date.,,,,,,,,,,,,,,
207,,para,28,0,hs.4,,4/2/18,4/5/18,12:21,2,4/5/18,48.86,4/8/18,285.62,4/13/18,1717.02,4/9/18,7:31,8:36,4/16/18,5,0,3927.16,155.00,145,,145,10,,10,,,37,192.00,4/17/18,0,0,4/18/18,0,0,4/19/18,1,2,4/20/18,1,1,4/21/18,1,4,4/22/18,1,3,4/23/18,1,4,3733.49,4/21/18,128,,0,128,98,,30,,,17,17,0,4,,1,,,,1,,5,,0,,,,0,,,,6,,2,4,0,,,,,,all late 2nds,,,,,,,,,,,,,
208,,para,28,0,hs.5,,4/2/18,4/5/18,12:25,1,4/5/18,47.31,4/8/18,226.82,4/12/18,1267.52,4/13/18,7:33,8:36,4/15/18,5,0,2434.81,63.00,60,,60,3,,3,,,,63.00,4/16/18,0,0,4/17/18,1,1,4/18/18,1,0,4/19/18,1,3,4/20/18,1,0,4/21/18,1,0,4/22/18,1,4,2391.43,4/20/18,37,,0,37,9,,28,,,23,23,0,,,,,,,2,,4,,10,,3,7,0,,,,7,,3,4,0,,,,,found without diet on 4/16/18.,,,,,,,,,,,,,,
209,,para,28,0,0,,4/2/18,4/5/18,12:56,1,4/5/18,33.37,4/9/18,198.98,4/13/18,910.62,,,,4/16/18,5,0,2193.15,55.00,55,,55,0,,0,,,15,70.00,4/17/18,0,0,4/18/18,0,0,4/19/18,1,1,4/20/18,1,1,4/21/18,1,6,4/22/18,1,3,4/23/18,1,3,2352.96,4/21/18,61,,0,61,28,,33,,,5,5,0,,,2,,,,1,,1,,0,,,,0,,,,1,,,1,0,,,,,,all late 2nds,,,,,,,,,,,,,
210,,para,28,0,0,,4/2/18,4/5/18,12:58,2,4/5/18,44.96,4/9/18,147.26,4/13/18,1054.09,,,,4/16/18,5,0,2857.52,151.00,139,,139,12,,12,,,20,171.00,4/17/18,0,0,4/18/18,0,0,4/19/18,1,2,4/20/18,1,3,4/21/18,1,2,4/22/18,1,5,4/23/18,1,2,2889.34,4/21/18,64,,0,64,24,,40,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),all late 2nds,,,,,,,,,,,,,
211,,para,28,0,hs.4,,4/2/18,4/6/18,8:22,1,4/6/18,47.63,4/9/18,223.75,4/13/18,1121.81,4/10/18,7:27,8:39,4/17/18,5,0,2451.74,110.00,107,,107,3,,3,,,,110.00,,,,4/19/18,1,0,4/20/18,0,2,4/21/18,1,7,4/22/18,1,2,4/23/18,1,3,4/24/18,1,3,2473.5,4/21/18,98,,0,98,54,,44,,,9,9,0,1,,,,,,,,,,2,1,,1,0,,,,6,,4,2,0,,,,,removed cuticle from 4-5th prolegs after molt to 5th. On 4/19/18 was left in the 28 F chamber for 2 hours ( 9:30 - 11:30 am chamber time.),,,,,,,,,,,,,,
214,,para,28,0,hs.4,,4/2/18,4/6/18,8:21,2,4/6/18,77.39,4/10/18,302.43,4/14/18,1919.67,4/11/18,7:29,8:38,4/17/18,5,0,3927.14,103.00,101,,101,2,,2,,,22,125.00,,,,4/19/18,0,0,4/20/18,1,1,4/21/18,1,2,4/22/18,1,3,4/23/18,1,1,4/24/18,1,3,4005.79,4/22/18,96,,0,96,17,,79,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds ,,,,,,,,,,,,,
215,,para,28,0,hs.5,,4/2/18,4/6/18,8:17,3,4/6/18,77.27,4/8/18,264.58,4/12/18,1760.6,4/13/18,7:33,8:36,4/16/18,5,0,4622.37,152.00,137,,137,15,,15,,,101,253.00,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,1,2,4/21/18,0,1,4/22/18,0,1,4/23/18,1,1,3965.07,4/20/18,100,,0,100,41,,59,,,37,37,0,2,,3,,,,8,,7,,6,,2,4,0,,,,11,1,4,6,0,,,,,,all late 2nds ,,,,,,,,,,,,,
216,,para,28,0,0,4/16/18,4/2/18,4/6/18,8:12,1,4/6/18,59.79,4/9/18,134.38,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
217,,para,28,0,hs.4,,4/2/18,4/6/18,8:19,2,4/6/18,69.29,4/10/18,265.23,,,4/11/18,7:29,8:38,4/16/18,4,0,1124.36,21.00,21,,21,0,,0,,,7,28.00,4/17/18,0,1,4/18/18,0,0,4/19/18,1,3,4/20/18,0,2,4/21/18,0,1,4/22/18,0,2,4/23/18,1,1,1071.28,4/20/18,18,,0,18,9,,9,,,3,3,0,,,1,,,,,,,,0,,,,0,,,,2,,,2,0,,,,,horn damaged at ovp,all late 2nds,,,,,,,,,,,,,
220,,para,28,10,0,,4/2/18,4/6/18,8:08,2,4/6/18,39.41,4/10/18,193.2,4/14/18,732.77,,,,4/20/18,5,1,2290.7,124.00,89,,89,35,,35,,,18,142.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,0,4/24/18,1,1,4/25/18,1,0,4/26/18,1,9,4/27/18,1,5,2313.96,4/26/18,15,,0,15,0,,15,,,74,74,0,,,3,,,,42,,12,,4,,,4,0,,,,13,,,13,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be. this bug and #173 fell out of the freezer and may be mixed up.",all late 2nds,,,,,,,,,,,,,
221,,para,28,10,0,,4/2/18,4/6/18,8:07,2,4/6/18,74.79,4/9/18,261.59,4/14/18,1557.04,,,,4/19/18,5,0,4228.92,66.00,50,,50,16,,16,,,53,119.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,4/23/18,0,1,4/24/18,1,2,4/25/18,0,0,4/26/18,0,2,3751.06,4/25/18,16,,0,16,2,,14,,,34,34,0,8,,21,,,,1,,1,,0,,,,0,,,,3,,,3,0,,,,,removed cuticle from all prolegs after molt to 5th,"2 early 2nds, all others late 2nds",,,,,,,,,,,,,
222,,para,28,10,0,,4/2/18,4/6/18,8:06,2,4/6/18,66.91,4/9/18,315.38,4/14/18,1464.27,,,,4/20/18,5,0,3702.62,52.00,39,,39,13,,13,,,49,101.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,1,4/24/18,1,2,4/25/18,1,1,4/26/18,1,2,4/27/18,1,3,3857.39,4/26/18,19,,0,19,4,,15,,,20,20,0,,,4,,,,9,,5,,1,,1,,0,,,,1,,,1,0,,,,,"bled during 3rd-4th molt. removed cuticle from 4-5th prolegs after molt to 5th. cocoons and weight done on 4/23/18, 1 day after was supposed to be., dropped one cocoon on the ground when sexing adult wasps ",all late 2nds,,,,,,,,,,,,,
223,,para,28,10,hs.4,,4/2/18,4/6/18,8:27,2,4/6/18,58.5,4/9/18,171.46,4/13/18,1008.92,4/10/18,7:27,8:39,4/19/18,5,0,3908.71,69.00,62,,62,7,,7,,,45,114.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,4/23/18,0,4,4/24/18,1,2,4/25/18,1,2,4/26/18,0,0,3536.49,4/25/18,41,,0,41,10,,31,,,21,21,0,7,,7,,,,,,3,,0,,,,0,,,,4,,,4,0,,,,,,all late 2nds,,,,,,,,,,,,,
225,,para,28,10,0,,4/2/18,4/6/18,8:05,1,4/6/18,52.91,4/9/18,188.53,4/14/18,760.95,,,,4/21/18,5,0,2891.46,36.00,23,,23,13,,13,,,25,61.00,,,,4/23/18,1,0,4/24/18,1,2,4/25/18,1,0,4/26/18,0,0,4/27/18,1,2,4/28/18,0,0,2594.29,4/27/18,18,,0,18,4,,14,,,5,5,0,,,4,,,,1,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 5th prolegs after molt to 5th,all late 2nds,,,,,,,,,,,,,
226,,para,28,10,hs.4,,4/2/18,4/6/18,8:26,3,4/6/18,75.85,4/10/18,247.13,4/14/18,828.27,4/11/18,7:29,8:38,4/19/18,5,0,2598.11,27.00,25,,25,2,,2,,,14,41.00,4/20/18,0,0,4/21/18,1,1,4/22/18,0,0,4/23/18,1,2,4/24/18,1,3,4/25/18,0,1,4/26/18,1,3,2710.11,4/25/18,11,,0,11,0,,11,,,14,14,0,,,8,,,,2,,1,,0,,,,0,,,,3,,,3,0,,,,,,all late 2nds,,,,,,,,,,,,,
227,,para,28,10,hs.5,,4/2/18,4/6/18,8:29,2,4/6/18,65.17,4/10/18,246.01,4/14/18,1238.23,4/15/18,7:40,8:47,4/19/18,5,0,4099.09,67.00,60,,60,7,,7,,,32,99.00,4/20/18,0,1,4/21/18,0,1,4/22/18,1,1,4/23/18,1,0,4/24/18,1,3,4/25/18,0,1,4/26/18,1,3,3839.39,4/25/18,29,,0,29,0,,29,,,31,31,0,1,,18,,,,3,,2,,2,,,2,0,,,,5,,,5,0,,,,,horn damaged at ovp,all late 2nds,,,,,,,,,,,,,
228,,para,28,10,0,,4/2/18,4/6/18,8:04,1,4/6/18,57.83,4/10/18,344.36,4/14/18,990.67,,,,4/19/18,5,0,2479.93,27.00,22,,22,5,,5,,,14,41.00,4/20/18,0,0,4/21/18,0,0,4/22/18,0,1,4/23/18,1,1,4/24/18,0,2,4/25/18,0,0,4/26/18,0,2,2331.61,4/25/18,11,,0,11,0,,11,,,11,11,0,,,11,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 5th prolegs after molt to 5th,all late 2nds,,,,,,,,,,,,,
229,,para,28,10,hs.4,,4/2/18,4/6/18,8:24,2,4/6/18,56.36,4/10/18,270.78,4/15/18,1448.84,4/11/18,7:29,8:38,4/20/18,5,1,2862.09,36.00,11,,11,25,,25,,,39,75.00,4/21/18,0,0,4/22/18,0,0,4/23/18,0,0,4/24/18,0,2,4/25/18,0,1,4/26/18,0,0,4/27/18,0,1,2616.2,4/26/18,4,,0,4,0,,4,,,7,7,0,,,3,,,,1,,,,1,,,1,0,,,,2,,,2,0,,,,,"cocoons and weight done on 4/23/18, 1 day after was supposed to be.",all late 2nds,,,,,,,,,,,,,
230,,para,28,10,hs.5,4/30/18,4/2/18,4/6/18,8:28,1,4/6/18,58.28,4/10/18,261.14,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"culled 4/30/18, has been a 4th for 20 days, mass=1345.20. looks like wasp tried to emerge but couldn't.",,,,,,,,,,,,,,
